Point Num.,Point Desc.,X,Y,Target Ht.,Max Ht.,Exceeds By,Layer
17411,UvZLM,20.9402,17.9981,9.57764,0.0,9.57764,0,
17410,EdzHL,21.7162,13.2698,1.88285,0.0,1.88285,0,
17409,yMBbZ,21.1698,16.6558,5.70267,0.0,5.70267,0,
17408,CuQvo,22.6715,12.8997,4.00197,0.0,4.00197,0,
17408,CuQvo,22.6715,12.8997,4.00197,0.0,4.00197,0,
17407,XBfBc,21.594,13.1312,16.0578,0.0,16.0578,0,
17406,AjaxB,24.6558,17.1459,4.86045,0.0,4.86045,0,
17406,AjaxB,24.6558,17.1459,4.86045,0.0,4.86045,0,
17406,AjaxB,24.6558,17.1459,4.86045,0.0,4.86045,0,
17405,GGPor,20.496,17.5031,19.2512,0.0,19.2512,0,
17403,DiQEp,19.9792,16.753,17.7298,0.0,17.7298,0,
17402,nYbMd,19.3178,17.3409,18.3852,0.0,18.3852,0,
17401,PpHtN,19.6758,12.3433,9.12265,0.0,9.12265,0,
17400,jjLps,20.5147,15.3553,6.60837,0.0,6.60837,0,
17399,vbwyW,21.6541,13.4401,8.9055,0.0,8.9055,0,
17397,hxIWj,18.0688,12.1211,5.76837,0.0,5.76837,0,
17395,FSewW,22.0582,12.113,11.2879,0.0,11.2879,0,
17394,UlZBg,22.8778,16.1909,16.0536,0.0,16.0536,0,
17393,LRDHD,19.0778,17.9763,18.93,0.0,18.93,0,
17393,LRDHD,19.0778,17.9763,18.93,0.0,18.93,0,
17392,REzDB,24.1027,12.0963,16.0199,0.0,16.0199,0,
17391,TjaRF,25.8269,12.6597,6.23546,0.0,6.23546,0,
17391,TjaRF,25.8269,12.6597,6.23546,0.0,6.23546,0,
17391,TjaRF,25.8269,12.6597,6.23546,0.0,6.23546,0,
17389,nrZLE,25.5707,14.8062,12.9581,0.0,12.9581,0,
17389,nrZLE,25.5707,14.8062,12.9581,0.0,12.9581,0,
17383,czGkT,20.4872,17.9655,14.73,0.0,14.73,0,
17383,czGkT,20.4872,17.9655,14.73,0.0,14.73,0,
17382,EmmUJ,23.0796,14.9563,11.2375,0.0,11.2375,0,
17382,EmmUJ,23.0796,14.9563,11.2375,0.0,11.2375,0,
17381,gsqCF,16.6002,17.7547,11.3453,0.0,11.3453,0,
17379,xKCOW,25.7508,12.8506,16.4733,0.0,16.4733,0,
17379,xKCOW,25.7508,12.8506,16.4733,0.0,16.4733,0,
17379,xKCOW,25.7508,12.8506,16.4733,0.0,16.4733,0,
17378,HKdxc,24.0828,15.0721,3.62294,0.0,3.62294,0,
17378,HKdxc,24.0828,15.0721,3.62294,0.0,3.62294,0,
17377,yhapz,23.0543,13.1619,7.73833,0.0,7.73833,0,
17377,yhapz,23.0543,13.1619,7.73833,0.0,7.73833,0,
17376,PLnkb,19.0983,13.6856,15.7166,0.0,15.7166,0,
17375,JSbYc,16.159,17.3781,8.21525,0.0,8.21525,0,
17373,bYPDK,19.3802,13.6144,13.1068,0.0,13.1068,0,
17370,ZOrAp,23.9014,12.9845,0.0349168,0.0,0.0349168,0,
17370,ZOrAp,23.9014,12.9845,0.0349168,0.0,0.0349168,0,
17369,gWKTF,17.7761,16.8519,18.2834,0.0,18.2834,0,
17368,AJKJo,16.7932,16.783,2.2878,0.0,2.2878,0,
17367,wDLwM,24.1976,12.1578,6.10428,0.0,6.10428,0,
17366,pbjxg,23.9225,14.9323,3.56916,0.0,3.56916,0,
17366,pbjxg,23.9225,14.9323,3.56916,0.0,3.56916,0,
17365,UJnTm,17.9674,16.6596,14.1642,0.0,14.1642,0,
17363,YKiYZ,23.0939,14.9907,5.96761,0.0,5.96761,0,
17363,YKiYZ,23.0939,14.9907,5.96761,0.0,5.96761,0,
17359,xAqTY,18.366,17.4084,19.5155,0.0,19.5155,0,
17355,XwQpD,25.3684,13.4304,5.14425,0.0,5.14425,0,
17355,XwQpD,25.3684,13.4304,5.14425,0.0,5.14425,0,
17355,XwQpD,25.3684,13.4304,5.14425,0.0,5.14425,0,
17354,Lemos,21.5804,14.799,2.41824,0.0,2.41824,0,
17352,MiYRC,20.7708,15.7865,15.1098,0.0,15.1098,0,
17351,zHjnV,21.1232,13.3129,18.2558,0.0,18.2558,0,
17349,LCSZc,25.1737,17.9748,15.336,0.0,15.336,0,
17349,LCSZc,25.1737,17.9748,15.336,0.0,15.336,0,
17348,NVjED,24.8943,16.0187,3.13484,0.0,3.13484,0,
17348,NVjED,24.8943,16.0187,3.13484,0.0,3.13484,0,
17343,oUQRc,24.8357,16.4591,17.3987,0.0,17.3987,0,
17343,oUQRc,24.8357,16.4591,17.3987,0.0,17.3987,0,
17342,DtbSS,25.1856,14.235,6.64668,0.0,6.64668,0,
17342,DtbSS,25.1856,14.235,6.64668,0.0,6.64668,0,
17341,CeMOL,18.9047,16.8762,13.4056,0.0,13.4056,0,
17340,gWqWt,24.2706,12.3109,6.87493,0.0,6.87493,0,
17339,oPeNz,21.1957,13.6143,10.4712,0.0,10.4712,0,
17337,Nbmcl,24.2165,15.6486,11.195,0.0,11.195,0,
17337,Nbmcl,24.2165,15.6486,11.195,0.0,11.195,0,
17336,mtrHu,23.7993,15.8205,6.39908,0.0,6.39908,0,
17336,mtrHu,23.7993,15.8205,6.39908,0.0,6.39908,0,
17335,XKGaw,20.2493,12.664,17.8113,0.0,17.8113,0,
17331,XbPuO,20.2435,15.2934,8.531,0.0,8.531,0,
17328,szhMN,21.2421,16.4803,11.9215,0.0,11.9215,0,
17325,pGDBM,24.3299,15.8739,10.2709,0.0,10.2709,0,
17325,pGDBM,24.3299,15.8739,10.2709,0.0,10.2709,0,
17323,jGceL,17.8303,17.9347,4.83005,0.0,4.83005,0,
17322,wmQAq,19.4302,12.1628,5.07508,0.0,5.07508,0,
17321,YHzLl,16.0562,16.2894,18.2088,0.0,18.2088,0,
17320,jlKGh,24.1382,14.5671,4.26959,0.0,4.26959,0,
17320,jlKGh,24.1382,14.5671,4.26959,0.0,4.26959,0,
17319,gnPli,22.0824,13.487,1.07658,0.0,1.07658,0,
17319,gnPli,22.0824,13.487,1.07658,0.0,1.07658,0,
17317,sWaOz,21.0626,15.7942,5.91766,0.0,5.91766,0,
17316,CHjqJ,25.9709,17.5284,14.9014,0.0,14.9014,0,
17316,CHjqJ,25.9709,17.5284,14.9014,0.0,14.9014,0,
17315,WQdsU,24.1769,17.9413,11.0829,0.0,11.0829,0,
17315,WQdsU,24.1769,17.9413,11.0829,0.0,11.0829,0,
17314,qcPTP,17.5021,17.3687,16.9055,0.0,16.9055,0,
17313,iuPvq,25.8138,12.5046,8.81751,0.0,8.81751,0,
17313,iuPvq,25.8138,12.5046,8.81751,0.0,8.81751,0,
17312,eInuU,21.2222,12.4291,17.5946,0.0,17.5946,0,
17311,gXLbu,15.4196,17.0824,19.6029,0.0,19.6029,0,
17310,kcBrU,21.9645,14.689,4.00729,0.0,4.00729,0,
17309,efeIB,17.2428,17.5323,16.6868,0.0,16.6868,0,
17308,EKIIf,25.8617,17.5033,13.261,0.0,13.261,0,
17308,EKIIf,25.8617,17.5033,13.261,0.0,13.261,0,
17302,qHrgU,24.32,16.2864,3.77859,0.0,3.77859,0,
17302,qHrgU,24.32,16.2864,3.77859,0.0,3.77859,0,
17301,krJxQ,19.2615,13.7451,12.1048,0.0,12.1048,0,
17300,kPvhW,19.6373,13.2939,13.4304,0.0,13.4304,0,
17299,GbXzu,22.0432,12.3819,3.25314,0.0,3.25314,0,
17299,GbXzu,22.0432,12.3819,3.25314,0.0,3.25314,0,
17297,mJGPZ,20.8935,12.5334,19.525,0.0,19.525,0,
17296,yKUqb,21.2072,12.0983,13.9167,0.0,13.9167,0,
17295,lbOMG,20.7501,13.4275,8.01295,0.0,8.01295,0,
17294,byKbp,22.4465,13.5835,3.29749,0.0,3.29749,0,
17294,byKbp,22.4465,13.5835,3.29749,0.0,3.29749,0,
17293,clKUA,22.1786,16.4026,11.2983,0.0,11.2983,0,
17291,AyEeq,23.2904,14.3922,19.4211,0.0,19.4211,0,
17291,AyEeq,23.2904,14.3922,19.4211,0.0,19.4211,0,
17290,UHBvU,23.5685,15.8281,14.5951,0.0,14.5951,0,
17290,UHBvU,23.5685,15.8281,14.5951,0.0,14.5951,0,
17289,fAvYs,16.8804,16.4683,0.665042,0.0,0.665042,0,
17288,fgjDa,20.9432,16.3154,2.96311,0.0,2.96311,0,
17286,UTpLv,24.7405,13.5863,2.72069,0.0,2.72069,0,
17286,UTpLv,24.7405,13.5863,2.72069,0.0,2.72069,0,
17285,UBzyv,17.3666,17.3427,12.4883,0.0,12.4883,0,
17284,GjIuK,19.0589,12.9664,16.8043,0.0,16.8043,0,
17283,Lbxei,19.6903,17.1616,18.8028,0.0,18.8028,0,
17282,yPOWg,18.7056,16.7684,8.16273,0.0,8.16273,0,
17281,NurEp,25.2263,15.3179,3.75811,0.0,3.75811,0,
17281,NurEp,25.2263,15.3179,3.75811,0.0,3.75811,0,
17280,gAlGj,16.1534,17.7454,11.0324,0.0,11.0324,0,
17279,kcHMU,23.0427,12.511,18.9262,0.0,18.9262,0,
17279,kcHMU,23.0427,12.511,18.9262,0.0,18.9262,0,
17278,LdzBF,25.436,15.9558,0.553647,0.0,0.553647,0,
17278,LdzBF,25.436,15.9558,0.553647,0.0,0.553647,0,
17277,bYaWq,22.6617,16.5212,10.5836,0.0,10.5836,0,
17275,CbZmc,19.7084,13.2373,5.46204,0.0,5.46204,0,
17273,Migym,18.1067,16.981,4.01549,0.0,4.01549,0,
17271,nxpDw,14.8281,16.3111,16.4773,0.0,16.4773,0,
17270,MlPPG,23.7297,14.644,3.76389,0.0,3.76389,0,
17270,MlPPG,23.7297,14.644,3.76389,0.0,3.76389,0,
17269,eKDVO,15.848,16.6157,8.7819,0.0,8.7819,0,
17268,mIcbT,20.4636,13.9988,3.951,0.0,3.951,0,
17265,SNIRb,20.5886,15.6239,0.511371,0.0,0.511371,0,
17264,JFfwg,21.9248,13.5144,19.7969,0.0,19.7969,0,
17262,RYjGC,24.4087,13.3024,19.2181,0.0,19.2181,0,
17262,RYjGC,24.4087,13.3024,19.2181,0.0,19.2181,0,
17261,Bafhe,23.2198,12.3357,1.50543,0.0,1.50543,0,
17261,Bafhe,23.2198,12.3357,1.50543,0.0,1.50543,0,
17259,rLdke,20.7383,17.0288,5.45226,0.0,5.45226,0,
17258,fydvM,16.6886,16.8141,8.80555,0.0,8.80555,0,
17257,Frzhm,25.7198,12.834,11.4928,0.0,11.4928,0,
17257,Frzhm,25.7198,12.834,11.4928,0.0,11.4928,0,
17257,Frzhm,25.7198,12.834,11.4928,0.0,11.4928,0,
17254,DOwjc,21.8631,16.0098,2.32876,0.0,2.32876,0,
17253,CemYg,25.6274,13.1722,5.08861,0.0,5.08861,0,
17253,CemYg,25.6274,13.1722,5.08861,0.0,5.08861,0,
17253,CemYg,25.6274,13.1722,5.08861,0.0,5.08861,0,
17252,LwCID,22.082,13.1484,9.11915,0.0,9.11915,0,
17252,LwCID,22.082,13.1484,9.11915,0.0,9.11915,0,
17250,UysQG,18.8364,17.7938,12.0138,0.0,12.0138,0,
17250,UysQG,18.8364,17.7938,12.0138,0.0,12.0138,0,
17248,zRavY,22.3442,16.669,9.74598,0.0,9.74598,0,
17247,OGRYT,23.8094,13.3721,16.0738,0.0,16.0738,0,
17247,OGRYT,23.8094,13.3721,16.0738,0.0,16.0738,0,
17246,asyIl,18.9283,12.8801,2.0823,0.0,2.0823,0,
17245,rYGpe,15.3405,16.3253,7.68242,0.0,7.68242,0,
17244,UjXQL,23.2542,12.5117,13.7271,0.0,13.7271,0,
17244,UjXQL,23.2542,12.5117,13.7271,0.0,13.7271,0,
17242,kZMVQ,21.3208,12.4308,7.58029,0.0,7.58029,0,
17240,DWUQv,24.2143,17.7485,2.69353,0.0,2.69353,0,
17240,DWUQv,24.2143,17.7485,2.69353,0.0,2.69353,0,
17238,tdbHk,24.6287,17.9493,11.0594,0.0,11.0594,0,
17238,tdbHk,24.6287,17.9493,11.0594,0.0,11.0594,0,
17236,uHdve,24.2731,14.9688,12.4146,0.0,12.4146,0,
17236,uHdve,24.2731,14.9688,12.4146,0.0,12.4146,0,
17235,pbeGN,25.4852,13.0333,10.7047,0.0,10.7047,0,
17235,pbeGN,25.4852,13.0333,10.7047,0.0,10.7047,0,
17235,pbeGN,25.4852,13.0333,10.7047,0.0,10.7047,0,
17234,Ncsqn,25.6947,15.6389,10.9424,0.0,10.9424,0,
17234,Ncsqn,25.6947,15.6389,10.9424,0.0,10.9424,0,
17233,fwcvn,24.1746,15.1665,17.8415,0.0,17.8415,0,
17233,fwcvn,24.1746,15.1665,17.8415,0.0,17.8415,0,
17232,lnclS,20.7926,14.0856,5.20119,0.0,5.20119,0,
17231,UTUEY,23.8145,14.1133,18.803,0.0,18.803,0,
17231,UTUEY,23.8145,14.1133,18.803,0.0,18.803,0,
17229,reXFw,21.7773,16.9567,0.658711,0.0,0.658711,0,
17229,reXFw,21.7773,16.9567,0.658711,0.0,0.658711,0,
17228,dwtFT,22.1254,16.5946,9.71061,0.0,9.71061,0,
17227,UPWZi,24.736,13.7179,12.475,0.0,12.475,0,
17227,UPWZi,24.736,13.7179,12.475,0.0,12.475,0,
17224,pKPJJ,22.6482,13.7307,16.7894,0.0,16.7894,0,
17224,pKPJJ,22.6482,13.7307,16.7894,0.0,16.7894,0,
17223,ngFcR,21.9572,14.2371,9.78627,0.0,9.78627,0,
17221,FzmOv,23.2624,15.0758,7.24925,0.0,7.24925,0,
17221,FzmOv,23.2624,15.0758,7.24925,0.0,7.24925,0,
17220,aSVkf,22.43,13.4849,11.7409,0.0,11.7409,0,
17220,aSVkf,22.43,13.4849,11.7409,0.0,11.7409,0,
17216,DSdkc,17.9353,17.2037,1.46857,0.0,1.46857,0,
17215,jmIdt,23.5653,14.0403,14.8526,0.0,14.8526,0,
17215,jmIdt,23.5653,14.0403,14.8526,0.0,14.8526,0,
17212,iBMLs,19.3653,12.2514,5.81869,0.0,5.81869,0,
17211,IGFGt,23.4491,12.3658,9.05294,0.0,9.05294,0,
17211,IGFGt,23.4491,12.3658,9.05294,0.0,9.05294,0,
17210,yYcOc,22.3445,13.7137,11.8253,0.0,11.8253,0,
17210,yYcOc,22.3445,13.7137,11.8253,0.0,11.8253,0,
17208,IpEJZ,23.8671,15.8619,15.8879,0.0,15.8879,0,
17208,IpEJZ,23.8671,15.8619,15.8879,0.0,15.8879,0,
17207,LZWfo,21.3246,15.0052,2.23178,0.0,2.23178,0,
17205,zSZrr,21.6067,16.2765,9.50132,0.0,9.50132,0,
17203,ZiONF,23.0104,17.762,15.1357,0.0,15.1357,0,
17203,ZiONF,23.0104,17.762,15.1357,0.0,15.1357,0,
17202,AfaRn,20.1583,12.7196,13.4786,0.0,13.4786,0,
17199,oEoVH,25.0561,15.4268,6.3171,0.0,6.3171,0,
17199,oEoVH,25.0561,15.4268,6.3171,0.0,6.3171,0,
17198,BQLnP,21.3134,17.6258,1.30844,0.0,1.30844,0,
17197,RgCOT,21.4229,13.9445,12.4491,0.0,12.4491,0,
17196,sWNOk,24.2544,17.7557,12.6796,0.0,12.6796,0,
17196,sWNOk,24.2544,17.7557,12.6796,0.0,12.6796,0,
17194,wSbkA,22.7847,13.663,19.5271,0.0,19.5271,0,
17194,wSbkA,22.7847,13.663,19.5271,0.0,19.5271,0,
17193,QeQIV,24.7438,12.9034,10.2779,0.0,10.2779,0,
17193,QeQIV,24.7438,12.9034,10.2779,0.0,10.2779,0,
17192,KRnmH,23.529,12.8189,3.52268,0.0,3.52268,0,
17192,KRnmH,23.529,12.8189,3.52268,0.0,3.52268,0,
17191,bjqRr,21.7153,17.7372,15.3698,0.0,15.3698,0,
17191,bjqRr,21.7153,17.7372,15.3698,0.0,15.3698,0,
17190,NaHLJ,19.7667,14.221,9.19162,0.0,9.19162,0,
17189,QOeBN,24.0658,13.633,4.15364,0.0,4.15364,0,
17189,QOeBN,24.0658,13.633,4.15364,0.0,4.15364,0,
17188,BxBFA,16.9077,17.5178,18.4435,0.0,18.4435,0,
17187,gCzdy,20.8625,15.1953,10.2833,0.0,10.2833,0,
17185,GBZNX,22.7771,17.6491,15.7407,0.0,15.7407,0,
17185,GBZNX,22.7771,17.6491,15.7407,0.0,15.7407,0,
17183,CrPFH,22.8753,13.3627,10.9979,0.0,10.9979,0,
17183,CrPFH,22.8753,13.3627,10.9979,0.0,10.9979,0,
17182,eBuBE,21.2002,14.0028,17.5008,0.0,17.5008,0,
17181,EcXKV,21.5965,16.5392,18.288,0.0,18.288,0,
17180,ABtex,22.9149,16.5364,13.7253,0.0,13.7253,0,
17179,fxmfQ,20.755,17.9613,16.3685,0.0,16.3685,0,
17179,fxmfQ,20.755,17.9613,16.3685,0.0,16.3685,0,
17178,zyENC,16.3046,17.6789,3.88421,0.0,3.88421,0,
17177,WGVrp,22.5074,12.4379,9.2245,0.0,9.2245,0,
17177,WGVrp,22.5074,12.4379,9.2245,0.0,9.2245,0,
17176,oEUUb,23.3836,13.0004,15.4745,0.0,15.4745,0,
17176,oEUUb,23.3836,13.0004,15.4745,0.0,15.4745,0,
17175,IOSYj,18.879,12.1118,12.0646,0.0,12.0646,0,
17174,yuwTt,22.3238,16.5355,12.2487,0.0,12.2487,0,
17169,MvCFV,19.2367,16.8831,17.2652,0.0,17.2652,0,
17167,aRfrN,25.1078,12.0909,19.7243,0.0,19.7243,0,
17167,aRfrN,25.1078,12.0909,19.7243,0.0,19.7243,0,
17165,LuIah,17.9487,16.9102,5.96617,0.0,5.96617,0,
17164,hponR,19.6575,17.5542,8.4576,0.0,8.4576,0,
17163,ujVpu,22.2831,12.241,2.41875,0.0,2.41875,0,
17163,ujVpu,22.2831,12.241,2.41875,0.0,2.41875,0,
17161,yDgIF,20.5313,13.8233,6.68264,0.0,6.68264,0,
17160,FRONh,20.2722,15.4201,13.1477,0.0,13.1477,0,
17159,FwUqP,25.9688,16.7923,14.5866,0.0,14.5866,0,
17157,tYaeS,23.1472,17.4009,7.09328,0.0,7.09328,0,
17157,tYaeS,23.1472,17.4009,7.09328,0.0,7.09328,0,
17154,ywbTc,16.0016,17.1459,9.6289,0.0,9.6289,0,
17151,NzBhV,25.6842,17.1626,3.73835,0.0,3.73835,0,
17151,NzBhV,25.6842,17.1626,3.73835,0.0,3.73835,0,
17150,tEVbq,20.4584,15.2543,19.5411,0.0,19.5411,0,
17149,SwrWt,17.8691,17.1403,17.924,0.0,17.924,0,
17148,rOOgi,15.2481,16.4394,0.0915655,0.0,0.0915655,0,
17147,NtzsT,17.0411,17.3699,17.7608,0.0,17.7608,0,
17145,zryfb,17.376,17.9733,6.38305,0.0,6.38305,0,
17144,eChtZ,24.4728,15.7939,4.15106,0.0,4.15106,0,
17144,eChtZ,24.4728,15.7939,4.15106,0.0,4.15106,0,
17143,nePHl,23.1095,14.4724,15.4312,0.0,15.4312,0,
17143,nePHl,23.1095,14.4724,15.4312,0.0,15.4312,0,
17139,vdqSF,22.5665,13.5472,4.03198,0.0,4.03198,0,
17139,vdqSF,22.5665,13.5472,4.03198,0.0,4.03198,0,
17138,ncGTA,21.1959,12.5721,6.0984,0.0,6.0984,0,
17137,ukdSX,21.7543,13.3109,4.2368,0.0,4.2368,0,
17136,FNpgw,20.0134,16.613,16.1227,0.0,16.1227,0,
17134,pGmDK,16.6714,17.8599,3.46241,0.0,3.46241,0,
17133,mMUOg,23.7943,13.414,19.5177,0.0,19.5177,0,
17133,mMUOg,23.7943,13.414,19.5177,0.0,19.5177,0,
17132,mxbnQ,18.6453,17.7539,12.3997,0.0,12.3997,0,
17130,unLXs,23.5486,17.3743,1.98586,0.0,1.98586,0,
17130,unLXs,23.5486,17.3743,1.98586,0.0,1.98586,0,
17129,zgjEg,21.4233,13.7645,15.8165,0.0,15.8165,0,
17123,OIdpG,20.6885,14.711,15.9645,0.0,15.9645,0,
17122,jzmsY,18.3023,17.6702,15.9018,0.0,15.9018,0,
17121,aFoKG,21.7746,16.4882,15.3208,0.0,15.3208,0,
17118,nmVwK,19.3828,13.2868,8.81433,0.0,8.81433,0,
17114,yLQik,22.8862,16.9829,4.08687,0.0,4.08687,0,
17114,yLQik,22.8862,16.9829,4.08687,0.0,4.08687,0,
17113,wQXZa,18.9453,17.5391,11.0304,0.0,11.0304,0,
17112,OLrFV,25.12,16.5598,13.1196,0.0,13.1196,0,
17112,OLrFV,25.12,16.5598,13.1196,0.0,13.1196,0,
17111,ZYTZR,23.9193,17.2611,1.26522,0.0,1.26522,0,
17111,ZYTZR,23.9193,17.2611,1.26522,0.0,1.26522,0,
17110,fsGke,22.5402,15.8782,16.5613,0.0,16.5613,0,
17109,PwyuD,21.2601,12.0149,8.24601,0.0,8.24601,0,
17105,VHbvX,20.5311,17.2367,3.38932,0.0,3.38932,0,
17103,dsRtu,19.9753,12.6247,13.8919,0.0,13.8919,0,
17102,uqGll,24.2333,12.5119,18.2117,0.0,18.2117,0,
17102,uqGll,24.2333,12.5119,18.2117,0.0,18.2117,0,
17099,teJID,18.7839,17.3655,4.09114,0.0,4.09114,0,
17098,AdKvR,25.3156,17.7527,12.2865,0.0,12.2865,0,
17098,AdKvR,25.3156,17.7527,12.2865,0.0,12.2865,0,
17096,bhsLP,22.1235,13.5357,8.53534,0.0,8.53534,0,
17096,bhsLP,22.1235,13.5357,8.53534,0.0,8.53534,0,
17095,bKnCh,19.7728,17.5525,17.1434,0.0,17.1434,0,
17094,HUPYz,25.479,16.9468,13.1121,0.0,13.1121,0,
17094,HUPYz,25.479,16.9468,13.1121,0.0,13.1121,0,
17093,OcGWe,20.3049,17.7872,17.1989,0.0,17.1989,0,
17093,OcGWe,20.3049,17.7872,17.1989,0.0,17.1989,0,
17092,hUjDs,23.3603,13.1121,4.19363,0.0,4.19363,0,
17092,hUjDs,23.3603,13.1121,4.19363,0.0,4.19363,0,
17090,TEXbO,15.4463,16.1632,6.0292,0.0,6.0292,0,
17089,NYwVa,23.7183,16.056,19.3306,0.0,19.3306,0,
17089,NYwVa,23.7183,16.056,19.3306,0.0,19.3306,0,
17088,LKoQQ,23.6579,15.706,10.4401,0.0,10.4401,0,
17088,LKoQQ,23.6579,15.706,10.4401,0.0,10.4401,0,
17086,wIcGw,15.2802,17.0643,9.26931,0.0,9.26931,0,
17085,Bbxac,22.6702,12.4239,9.70748,0.0,9.70748,0,
17085,Bbxac,22.6702,12.4239,9.70748,0.0,9.70748,0,
17084,Kecuc,24.7043,12.6069,14.1655,0.0,14.1655,0,
17084,Kecuc,24.7043,12.6069,14.1655,0.0,14.1655,0,
17084,Kecuc,24.7043,12.6069,14.1655,0.0,14.1655,0,
17081,pZQcS,18.5925,17.211,4.88606,0.0,4.88606,0,
17080,rOnIE,25.2155,12.8797,6.65864,0.0,6.65864,0,
17080,rOnIE,25.2155,12.8797,6.65864,0.0,6.65864,0,
17080,rOnIE,25.2155,12.8797,6.65864,0.0,6.65864,0,
17079,MWEBT,22.338,12.4126,1.47414,0.0,1.47414,0,
17079,MWEBT,22.338,12.4126,1.47414,0.0,1.47414,0,
17077,ypeYQ,22.8747,13.3275,4.95185,0.0,4.95185,0,
17077,ypeYQ,22.8747,13.3275,4.95185,0.0,4.95185,0,
17075,GsqhU,25.7284,12.9703,18.1582,0.0,18.1582,0,
17075,GsqhU,25.7284,12.9703,18.1582,0.0,18.1582,0,
17075,GsqhU,25.7284,12.9703,18.1582,0.0,18.1582,0,
17073,OccKB,15.2042,16.9727,1.80582,0.0,1.80582,0,
17072,vcBKT,25.729,12.0459,2.2212,0.0,2.2212,0,
17072,vcBKT,25.729,12.0459,2.2212,0.0,2.2212,0,
17071,UHeSS,21.4897,14.2348,3.40226,0.0,3.40226,0,
17070,mItpX,24.6464,17.9571,13.895,0.0,13.895,0,
17070,mItpX,24.6464,17.9571,13.895,0.0,13.895,0,
17069,ETemt,21.4047,16.9677,19.7774,0.0,19.7774,0,
17069,ETemt,21.4047,16.9677,19.7774,0.0,19.7774,0,
17067,BRAFO,25.4195,12.2819,19.412,0.0,19.412,0,
17067,BRAFO,25.4195,12.2819,19.412,0.0,19.412,0,
17066,CNTNl,23.5274,14.8754,6.0233,0.0,6.0233,0,
17066,CNTNl,23.5274,14.8754,6.0233,0.0,6.0233,0,
17065,nacIF,24.2908,17.8728,15.4262,0.0,15.4262,0,
17065,nacIF,24.2908,17.8728,15.4262,0.0,15.4262,0,
17064,tGPdk,25.3987,12.5067,15.3784,0.0,15.3784,0,
17064,tGPdk,25.3987,12.5067,15.3784,0.0,15.3784,0,
17064,tGPdk,25.3987,12.5067,15.3784,0.0,15.3784,0,
17063,DsiFj,21.782,15.7265,4.85301,0.0,4.85301,0,
17062,hAdEN,21.837,13.0803,17.5239,0.0,17.5239,0,
17062,hAdEN,21.837,13.0803,17.5239,0.0,17.5239,0,
17061,OZRcm,19.5264,13.3047,11.8806,0.0,11.8806,0,
17059,gFKLG,25.7476,14.2667,5.96032,0.0,5.96032,0,
17059,gFKLG,25.7476,14.2667,5.96032,0.0,5.96032,0,
17059,gFKLG,25.7476,14.2667,5.96032,0.0,5.96032,0,
17055,wbCFm,17.0787,17.2407,9.87908,0.0,9.87908,0,
17053,ubZce,20.8715,15.9577,17.9028,0.0,17.9028,0,
17052,EyQif,19.1809,16.7439,1.37662,0.0,1.37662,0,
17050,qEVCF,20.2585,17.8488,16.5361,0.0,16.5361,0,
17050,qEVCF,20.2585,17.8488,16.5361,0.0,16.5361,0,
17049,nyAVa,16.9826,16.3673,13.823,0.0,13.823,0,
17048,LgNiQ,20.5886,13.6298,7.9692,0.0,7.9692,0,
17047,GuVmv,20.4356,13.4146,6.53884,0.0,6.53884,0,
17046,ziFKR,21.5906,13.9602,17.1559,0.0,17.1559,0,
17045,hnzlT,18.6311,12.8523,5.98525,0.0,5.98525,0,
17044,cWWxn,22.1874,12.5183,5.69127,0.0,5.69127,0,
17044,cWWxn,22.1874,12.5183,5.69127,0.0,5.69127,0,
17042,SvSWG,15.6229,16.5141,8.00571,0.0,8.00571,0,
17040,KLOzf,18.6668,16.6274,14.9009,0.0,14.9009,0,
17036,gHvbc,23.8644,14.7963,6.60158,0.0,6.60158,0,
17036,gHvbc,23.8644,14.7963,6.60158,0.0,6.60158,0,
17035,DxznI,19.5594,17.4029,12.7711,0.0,12.7711,0,
17033,hmksO,20.3245,15.534,18.1527,0.0,18.1527,0,
17032,axeun,24.5137,12.2587,7.65796,0.0,7.65796,0,
17032,axeun,24.5137,12.2587,7.65796,0.0,7.65796,0,
17031,fKDGR,21.3453,17.8663,17.0983,0.0,17.0983,0,
17031,fKDGR,21.3453,17.8663,17.0983,0.0,17.0983,0,
17030,mNunl,24.6878,16.0472,14.4399,0.0,14.4399,0,
17030,mNunl,24.6878,16.0472,14.4399,0.0,14.4399,0,
17029,urRbQ,18.4606,17.9507,6.08436,0.0,6.08436,0,
17028,TBFog,19.4493,16.7889,16.3913,0.0,16.3913,0,
17027,OCmlf,17.1136,17.6473,2.93394,0.0,2.93394,0,
17026,jjFhG,15.6355,17.3194,8.21565,0.0,8.21565,0,
17025,SSmHl,15.8814,16.2591,11.3212,0.0,11.3212,0,
17022,kdmNA,21.1064,15.3158,0.677007,0.0,0.677007,0,
17021,bYdxp,21.5338,17.8314,11.7352,0.0,11.7352,0,
17020,wCVIw,15.8879,16.8445,12.9023,0.0,12.9023,0,
17019,vpaEJ,20.1467,14.7899,2.71094,0.0,2.71094,0,
17018,afKLf,24.9369,17.9322,19.0441,0.0,19.0441,0,
17018,afKLf,24.9369,17.9322,19.0441,0.0,19.0441,0,
17017,FpKWy,20.148,16.8517,12.9429,0.0,12.9429,0,
17015,gfcFJ,22.1421,16.2603,0.183989,0.0,0.183989,0,
17014,wdjeq,20.6555,13.9178,19.2929,0.0,19.2929,0,
